Cyber Soldier,Monster
Toon Defense,Trap
Performance of Sword,Monster
Kaiser Glider,Monster
Dragunity Knight - Trident,Monster
Garbage Ogre,Monster
Sylvan Hermitree,Monster
A Deal with Dark Ruler,Spell
Psychic Feel Zone,Spell
Bounzer Guard,Trap
Number 77: The Seven Sins,Monster
Legendary Dragon of White,Monster
Bujinfidel,Trap
Banishment of the Darklords,Spell
Curse of Darkness,Trap
Gemini Lancer,Monster
Hieracosphinx,Monster
Re: EX,Monster
Xyz Agent,Monster
Superheavy Samurai Soulbeads,Monster
Crystron Phoenix,Monster
Number 89: Diablosis the Mind Hacker,Monster
Lightsworn Barrier,Trap
SPYRAL GEAR - Last Resort,Monster
Phoenixian Seed,Monster
Broken Line,Trap
Fairy King Albverdich,Monster
^Jain, Lightsworn Paladin^,Monster
Two Thousand Needles,Monster
Muko,Trap
Psychic Trigger,Trap
Worm Erokin,Monster
Supreme Rage,Trap
Hunter of Black Feathers,Monster
Vortex the Whirlwind,Monster
Trickstar Bloom,Monster
A Legendary Ocean,Spell
Zushin the Sleeping Giant,Monster
^Hamon, Lord of Striking Thunder^,Monster
Sonic Bird,Monster
Zanki,Monster
Dust Storm of Gusto,Trap
Natural Tune,Spell
Dark Magic Attack,Spell
Chaos Emperor Dragon - Envoy of the End,Monster
Morphtronic Boarden,Monster
Naturia Barkion,Monster
Volcanic Rat,Monster
Hazy Flame Hydra,Monster
Miracle Synchro Fusion,Spell
Steelswarm Hercules,Monster
That Wacky Magic!,Spell
Macro Cosmos,Trap
Supremacy Berry,Spell
Lady of D.,Monster
Drill Warrior,Monster
Yellow Gadget,Monster
Stinging Swordsman,Monster
Network Trap Hole,Trap
Heraldry Reborn,Spell
Evening Twilight Knight,Monster
HTS Psyhemuth,Monster
Road Warrior,Monster
Phantom Knights' Sword,Trap
Fishborg Launcher,Monster
Worm Call,Spell
Red-Eyes Wyvern,Monster
Solo the Melodious Songstress,Monster
Armed Ninja,Monster
Reverse Glasses,Trap
Terrible Deal,Trap
Infernity Avenger,Monster
Battleguard King,Monster
Night Wing Sorceress,Monster
Revoke Fusion,Spell
Revival Jam,Monster
Soldier Dragons,Monster
Bunilla,Monster
Helios Duo Megistus,Monster
Elemental HERO Grand Neos,Monster
Ghostrick Angel of Mischief,Monster
Flame Manipulator,Monster
Ancient City - Rainbow Ruins,Spell
Toon Rollback,Spell
Gimmick Puppet Humpty Dumpty,Monster
Shining Angel,Monster
Sauropod Brachion,Monster
Metalfoes Orichalc,Monster
Z-ONE,Spell
Hot Red Dragon Archfiend,Monster
Kozmo Scaredy Lion,Monster
Beelzeus of the Diabolic Dragons,Monster
Heartfelt Appeal,Trap
Spell Chronicle,Spell
Beast of Talwar,Monster
Reloader Dragon,Monster
Massivemorph,Trap
Spirit of the Pharaoh,Monster
Qlimate Change,Trap
Subterror Nemesis Warrior,Monster
Charubin the Fire Knight,Monster
Dragon Laser,Spell
Fake Trap,Trap
Phantasm Spiral Battle,Trap
Catapult Turtle,Monster
Gear Golem the Moving Fortress,Monster
Past Image,Trap
Berserking,Trap
Lavalval Chain,Monster
Vijam the Cubic Seed,Monster
Effect Veiler,Monster
Terra Firma Gravity,Trap
Bubble Crash,Trap
D/D Ghost,Monster
Alexandrite Dragon,Monster
Decoy Dragon,Monster
Sea Monster of Theseus,Monster
Dragon Mastery,Spell
Nekroz of Decisive Armor,Monster
Elementsaber Makani,Monster
White Dragon Wyverburster,Monster
Queen of Autumn Leaves,Monster
Flower Gathering,Spell
Squib Draw,Spell
Zera Ritual,Spell
Achacha Chanbara,Monster
Amazoness Sage,Monster
Shiranui Spiritmaster,Monster
Igknight Gallant,Monster
Number 74: Master of Blades,Monster
Magical Citadel of Endymion,Spell
Perfectly Ultimate Great Moth,Monster
Gold Sarcophagus,Spell
Card Trooper,Monster
Blackwing - Blizzard the Far North,Monster
Chain Energy,Spell
The Calibrator,Monster
Dragoroar,Spell
Defect Compiler,Monster
Peten the Dark Clown,Monster
The Six Samurai - Kamon,Monster
^Caam, Serenity of Gusto^,Monster
Bad Aim,Trap
Blade Rabbit,Monster
Fiber Jar,Monster
Ultimaya Tzolkin,Monster
VWXYZ-Dragon Catapult Cannon,Monster
Metamorphosed Insect Queen,Monster
Cyber Dinosaur,Monster
Ritual Beast Tamer Elder,Monster
Trap Master,Monster
Karakuri Soldier mdl 236 "Nisamu",Monster
Overdone Burial,Spell
Cyberdark Keel,Monster
Reptilianne Poison,Spell
Gishki Psychelone,Monster
Neutron Blast,Spell
Zombino,Monster
Blizzard Princess,Monster
Heroic Champion - Excalibur,Monster
^Alsei, the Sylvan High Protector^,Monster
Kuwagata α,Monster
Dark Factory of Mass Production,Spell
Gimmick Puppet Shadow Feeler,Monster
Dragoons of Draconia,Monster
Performapal Dramatic Theater,Spell
Odd-Eyes Revolution Dragon,Monster
Purushaddoll Aeon,Trap
Aquaactress Arowana,Monster
D/D Recruits,Trap
Needle Ceiling,Trap
Skull Meister,Monster
Berserkion the Electromagna Warrior,Monster
Catnipped Kitty,Monster
Zenmaiday,Trap
Magician of Faith,Monster
Alien Warrior,Monster
Fluffal Crane,Trap
Gladiator Taming,Spell
Superheavy Samurai Swordsman,Monster
Aromaseraphy Jasmine,Monster
Cybernetic Hidden Technology,Trap
Shien's Spy,Spell
Super Quantal Alphan Spike,Spell
Balancer Lord,Monster
Compulsory Evacuation Device,Trap
Dragunity Knight - Vajrayana,Monster
Parthian Shot,Trap
Shrub Serpent,Trap
Mecha Phantom Beast Tetherwolf,Monster
Damage = Reptile,Trap
Chachaka Archer,Monster
Gaia Power,Spell
Memory Crush King,Monster
Uni-Horned Familiar,Monster
Rocket Arrow Express,Monster
Raptor Wing Strike,Spell
Number 102: Star Seraph Sentry,Monster
Ritual Foregone,Spell
T.G. Catapult Dragon,Monster
Miracle Flipper,Monster
Symph Amplifire,Spell
Flower Cardian Maple with Deer,Monster
Guardian Grarl,Monster
Number 57: Tri-Head Dust Dragon,Monster
Aromage Jasmine,Monster
Soul-Absorbing Bone Tower,Monster
Lionhearted Locomotive,Monster
Ally of Justice Thunder Armor,Monster
Blood Sucker,Monster
Thermal Genex,Monster
Barrel Lily,Monster
Performapal Handsome Liger,Monster
Parallel Selection,Trap
Evilswarm O'lantern,Monster
Pharaoh's Treasure,Trap
Gimmick Puppet Twilight Joker,Monster
Mystic Plasma Zone,Spell
True Draco Apocalypse,Trap
Evolsaur Elias,Monster
Re-Fusion,Spell
Lava Golem,Monster
Vendread Charge,Spell
Element Magician,Monster
Jetroid,Monster
Steelswarm Caller,Monster
Samsara Lotus,Monster
Dark Blade,Monster
^Pilica, Descendant of Gusto^,Monster
Chow Chow Chan,Monster
Anti-Spell,Trap
Evolution Burst,Spell
Elemental HERO Shadow Mist,Monster
Handcuffs Dragon,Monster
Daigusto Sphreez,Monster
Heraldic Beast Aberconway,Monster
Flower Cardian Cherry Blossom with Curtain,Monster
Hazy Flame Mantikor,Monster
Inzektor Giga-Cricket,Monster
Harpies' Hunting Ground,Spell
Chain Whirlwind,Trap
The Second Sarcophagus,Spell
Gryphon's Feather Duster,Spell
Guard Dog,Monster
Elemental HERO Chaos Neos,Monster
Recoded Alive,Trap
Performapal Recasting,Spell
Altergeist Kidolga,Monster
Hypnosister,Monster
Junk Warrior,Monster
Koa'ki Meiru Drago,Monster
Blocker,Monster
Xyz Burst,Spell
D. Tribe,Trap
Nobledragon Magician,Monster
Turbo Synchron,Monster
U.A. Powered Jersey,Spell
Mushroom Man,Monster
Daigusto Phoenix,Monster
Ice Water,Monster
Performapal Gatlinghoul,Monster
Graydle Impact,Spell
Arma Knight,Monster
Doomsday Horror,Monster
King Dragun,Monster
Red-Eyes Spirit,Trap
Black Luster Soldier (Normal),Monster
Mirror of the Ice Barrier,Spell
Neo Flamvell Shaman,Monster
Tri-Blaze Accelerator,Spell
Infernity Reflector,Trap
Stardust Shimmer,Spell
Gravekeeper's Descendant,Monster
Disappear,Trap
Paradox Fusion,Trap
Minomushi Warrior,Monster
Charcoal Inpachi,Monster
Worm Gulse,Monster
Ancient Gear Frame,Monster
Soul Charge,Spell
Infernity Inferno,Trap
Guarded Treasure,Spell
Fairy Cheer Girl,Monster
Subterror Behemoth Speleogeist,Monster
Diamond Dire Wolf,Monster
Dragonpit Magician,Monster
Bloom Prima the Melodious Choir,Monster
Lesser Fiend,Monster
Heroic Challenger - Clasp Sword,Monster
Magical Undertaker,Monster
Metaphys Ragnarok,Monster
Odd-Eyes Venom Dragon,Monster
Dimension Guardian,Trap
Shooting Star Dragon,Monster
Mokey Mokey King,Monster
Sonic Boom,Trap
Alchemic Magician,Monster
Invasion of Flames,Monster
Curse of Anubis,Trap
Boulder Tortoise,Monster
Jurraegg Token,Monster
U.A. Playmaker,Monster
Beckoned by the World Chalice,Monster
Gravekeeper's Assailant,Monster
Victory Viper XX03,Monster
Magical Mid-Breaker Field,Spell
Raidraptor - Return,Trap
X-Krawler Qualiark,Monster
Mighty Warrior,Monster
Papa-Corn,Monster
Performapal Lizardraw,Monster
Aleister the Meltdown Invoker,Monster
D/D/D Super Doom King Dark Armageddon,Monster
Volcanic Recharge,Trap
The Winged Dragon of Ra,Monster
First Step Towards Infestation,Spell
Nine Pillars of Yang Zing,Trap
Hero Medal,Trap
Mecha Phantom Beast Harrliard,Monster
Giant Trunade,Spell
Gemini Soldier,Monster
Worm Millidith,Monster
Naturia Vein,Monster
Magnet Circle LV2,Spell
^Sauravis, the Ancient and Ascended^,Monster
Limit Impulse,Trap
Dimension Wall,Trap
Tiki Soul,Trap
Junk Destroyer,Monster
Red Screen,Trap
Superheavy Samurai Soulpiercer,Monster
Ebon Magician Curran,Monster
Recovery Sorcerer,Monster
Heat Wave,Spell
Stardust Phantom,Monster
Dimensional Prison,Trap
Constellar Belt,Spell
Psychic Kappa,Monster
Fusion Sage,Spell
Inmato,Monster
Delta Flyer,Monster
D/D/D Flame King Genghis,Monster
Return from the Different Dimension,Trap
Berserk Scales,Spell
Ultimate Offering,Trap
Morphtronic Accelerator,Spell
Exchange of Night and Day,Trap
Elemental Mistress Doriado,Monster
Dig of Destiny,Trap
Vylon Sphere,Monster
Fabled Raven,Monster
Space Cyclone,Spell
Tindangle Base Gardna,Monster
Dharma Cannon,Monster
Stone Ghost,Monster
Spell Reproduction,Spell
Rise of the Snake Deity,Trap
Mist Body,Spell
Odd-Eyes Rebellion Dragon,Monster
Metal Guardian,Monster
Survival's End,Trap
Time Magic Hammer,Monster
V-Tiger Jet,Monster
W Nebula Meteorite,Trap
Schwarzschild Limit Dragon,Monster
Apocatequil,Monster
Super Defense Robot Monki,Monster
Top Runner,Monster
Digital Bug Centibit,Monster
Berry Magician Girl,Monster
Anti Raigeki,Trap
Gigaplant,Monster
The Phantom Knights of Shade Brigandine,Trap
Duston Roller,Trap
Roar of the Earthbound,Trap
Reject Reborn,Trap
Exodius the Ultimate Forbidden Lord,Monster
Forest,Spell
Unending Nightmare,Trap
Break! Draw!,Spell
Crimson Knight Vampire Bram,Monster
Codarus,Monster
^Cherubini, Black Angel of the Burning Abyss^,Monster
Evolsaur Vulcano,Monster
Shared Ride,Spell
T.G. Cyber Magician,Monster
Kuribandit,Monster
Dimension Reflector,Trap
Quick-Span Knight,Monster
Winged Rhynos,Monster
Sword of Dark Rites,Spell
Venom Boa,Monster
Sorcerous Spell Wall,Spell
Soul Taker,Spell
Windstorm of Etaqua,Trap
DUCKER Mobile Cannon,Monster
Defenders Intersect,Trap
Jurrac Monoloph,Monster
Evilswarm Zahak,Monster
Seven Tools of the Bandit,Trap
Rasetsu,Monster
Qlipper Launch,Trap
Number 48: Shadow Lich,Monster
Dimension Fortress Weapon,Monster
CXyz Coach Lord Ultimatrainer,Monster
Jurrac Brachis,Monster
Super-Nimble Mega Hamster,Monster
Power Bond,Spell
Blast Magician,Monster
Solemn Scolding,Trap
Susa Soldier,Monster
Caninetaur,Monster
Shinobird Salvation,Trap
Flick Clown,Monster
Chaos Infinity,Trap
Non Aggression Area,Trap
Frenzied Panda,Monster
Vision HERO Witch Raider,Monster
Lighten the Load,Spell
Nimble Manta,Monster
CXyz Simon the Great Moral Leader,Monster
Torapart,Monster
Cyber Esper,Monster
Madolche Marmalmaide,Monster
Invoked Purgatrio,Monster
Little D,Monster
Djinn Presider of Rituals,Monster
Dark Mambele,Spell
Bending Destiny,Trap
Element Valkyrie,Monster
Mischief of the Yokai,Trap
Token,Monster
Hunter Dragon,Monster
Legendary Knight Hermos,Monster
Defender of the Ice Barrier,Monster
D/D Reroll,Trap
Horn of Heaven,Trap
Mermail Abyssalacia,Monster
"A" Cell Incubator,Spell
Mokey Mokey,Monster
Merlin,Monster
Release from Stone,Trap
Number 12: Crimson Shadow Armor Ninja,Monster
White Veil,Spell
Superancient Deepsea King Coelacanth,Monster
Flamvell Fiend,Monster
The Melody of Awakening Dragon,Spell
Cipher Bit,Trap
Despair from the Dark,Monster
Dragon's Rage,Trap
Toon Dark Magician Girl,Monster
Harpie's Pet Phantasmal Dragon,Monster
Scrap Chimera,Monster
Clear Vice Dragon,Monster
Charming Resort Staff,Monster
Mekk-Knight Yellow Star,Monster
Heavy Storm Duster,Trap
Zap Mustung,Monster
Karate Man,Monster
Black Luster Soldier - Super Soldier,Monster
Triamid Fortress,Spell
Infernoid Harmadik,Monster
Tour Bus From the Underworld,Monster
Relinkuriboh,Monster
Night's End Sorcerer,Monster
Sylvan Guardioak,Monster
Hieratic Dragon of Nuit,Monster
Rebound,Trap
Amazoness Empress,Monster
Insect Neglect,Spell
Onslaught of the Fire Kings,Spell
Performapal Skullcrobat Joker,Monster
Wow Warrior,Monster
Masked HERO Blast,Monster
Judgment of Thunder,Trap
Flame Tiger,Monster
Ghostrick Jackfrost,Monster
Yellow Luster Shield,Spell
Dorover,Monster
Aqua Spirit,Monster
Multiply,Spell
Tatsunootoshigo,Monster
Storming Wynn,Monster
SPYRAL MISSION - Assault,Spell
F.A. Auto Navigator,Monster
Nitro Synchron,Monster
Painful Choice,Spell
Multiple Piece Golem,Monster
Soitsu,Monster
Gift of the Martyr,Spell
^Ceruli, Guru of Dark World^,Monster
Spy-C-Spy,Monster
Gundari,Monster
Silent Insect,Monster
^Shinato, King of a Higher Plane^,Monster
Mecha Phantom Beast Aerosguin,Monster
Performapal Trump Girl,Monster
Spell Calling,Spell
Zombyra the Dark,Monster
Serene Psychic Witch,Monster
Wave-Motion Cannon,Spell
Light-Imprisoning Mirror,Trap
Constellar Alrescha,Monster
Blackwing - Zephyros the Elite,Monster
Fluffal Bear,Monster
Amazoness Archer,Monster
Morphing Jar #2,Monster
Evo-Singularity,Trap
The Unhappy Maiden,Monster
Fairy's Hand Mirror,Trap
Tyrant Dragon,Monster
The Phantom Knights of Tomb Shield,Trap
Combination Attack,Spell
Condemned Maiden,Monster
Cyber Soldier of Darkworld,Monster
Missing Force,Monster
Spiritualism,Spell
Miracle's Wake,Trap
Divine Sword - Phoenix Blade,Spell
Warrior Lady of the Wasteland,Monster
Number 11: Big Eye,Monster
Superheavy Samurai Magnet,Monster
Xyz Revenge,Spell
Draco Face-Off,Spell
Herald of the Arc Light,Monster
World Suppression,Trap
Aquaactress Guppy,Monster
Spirit of the Winds,Monster
Shaddoll Zefranaga,Monster
Armityle the Chaos Phantom,Monster
Voltic Bicorn,Monster
Decoyroid,Monster
Bickuribox,Monster
Wild Fire,Spell
The Forces of Darkness,Trap
Vampire Orchis,Monster
Mimir of the Nordic Ascendant,Monster
King Tiger Wanghu,Monster
Sylvan Komushroomo,Monster
Paleozoic Olenoides,Trap
D/D Savant Newton,Monster
Tasuke Knight,Monster
Cloak and Dagger,Trap
Dance Princess of the Ice Barrier,Monster
Breaker the Dark Magical Warrior,Monster
Raremetalfoes Bismugear,Monster
Golem Sentry,Monster
Xyz Universe,Trap
^Suanni, Fire of the Yang Zing^,Monster
The League of Uniform Nomenclature,Trap
Altergeist Multifaker,Monster
Tindangle Protector,Monster
Cyber Kirin,Monster
Grisaille Prison,Trap
V Salamander,Monster
Hieratic Dragon of Eset,Monster
Gem-Knight Aquamarine,Monster
Meotoko,Monster
Queen Nereia the Silvercrown,Monster
Familiar-Possessed - Eria,Monster
Performage Mirror Conductor,Monster
Performapal Odd-Eyes Dissolver,Monster
Gem-Knight Tourmaline,Monster
Exiled Force,Monster
Ruins of the Divine Dragon Lords,Spell
White Dolphin,Monster
Relay Soul,Trap
Stumbling,Spell
Altergeist Camouflage,Trap
^Dragodies, the Empowered Warrior^,Monster
Blockman,Monster
Necroface,Monster
Yosen Training Grounds,Spell
Hi-Speedroid Chanbara,Monster
Supreme Arcanite Magician,Monster
Shock Troops of the Ice Barrier,Monster
Magic Hand,Monster
Gishki Ariel,Monster
Number 99: Utopic Dragon,Monster
Present Card,Trap
Lunalight Blue Cat,Monster
Majespecter Cat - Nekomata,Monster
Limiter Removal,Spell
Dragon Capture Jar,Trap
Gagagawind,Spell
Worm Bait,Spell
Red-Eyes Archfiend of Lightning,Monster
Madolche Chouxvalier,Monster
Chronomaly Crystal Chrononaut,Monster
Soul Devouring Bamboo Sword,Spell
Revived King Ha Des,Monster
Reverse Trap,Trap
Daigusto Gulldos,Monster
Radiant Mirror Force,Trap
Stardust Dragon,Monster
Banner of Courage,Spell
Krawler Axon,Monster
Gene-Warped Warwolf,Monster
Booster Dragon,Monster
Performapal Stamp Turtle,Monster
Coach Soldier Wolfbark,Monster
Number C105: Battlin' Boxer Comet Cestus,Monster
Backs to the Wall,Trap
Time Passage,Spell
Trust Guardian,Monster
Raidraptor - Avenge Vulture,Monster
Proxy Dragon,Monster
Gilford the Lightning,Monster
Cursed Fig,Monster
Double Attack,Spell
Ribbon of Rebirth,Spell
Vanguard of the Dragon,Monster
Abyss-scale of the Mizuchi,Spell
Amphibious Bugroth,Monster
Poki Draco,Monster
Scrap Mind Reader,Monster
Crusader of Endymion,Monster
Kuribon,Monster
Bujintei Susanowo,Monster
Thousand-Eyes Idol,Monster
Tactical Exchamber,Trap
Celestial Transformation,Spell
Resonator Engine,Spell
Koa'ki Meiru Ghoulungulate,Monster
Safe Zone,Trap
Mask of Weakness,Trap
Call of the Archfiend,Trap
Frightfur Leo,Monster
Parry Knights,Monster
Number C80: Requiem in Berserk,Monster
Contract with Don Thousand,Spell
Scapegoat,Spell
Reversal of Fate,Trap
Destruction of Destiny,Trap
Oh Tokenbaum!,Trap
Fortune Lady Water,Monster
Inzektor Hopper,Monster
Slifer the Sky Dragon (original),Monster
The Secret of the Bandit,Spell
Steelswarm Genome,Monster
Chimeratech Rampage Dragon,Monster
Designer Frightfur,Trap
V-LAN Hydra,Monster
Gold Gadget,Monster
Galaxy Soldier,Monster
Last Minute Cancel,Trap
Scrap Goblin,Monster
Leotaur,Monster
Noble Knight Eachtar,Monster
Performapal Seal Eel,Monster
^Lightning, Dragon Ruler of Drafts^,Monster
Kozmotown,Spell
Legend of Heart,Spell
Graydle Slime,Monster
Supreme King Dragon Odd-Eyes,Monster
Dark Ruler Ha Des,Monster
Mecha Phantom Beast Raiten,Monster
Ryu-Kishin,Monster
Hyosube,Monster
Blasting Fuse,Trap
Synchronized Realm,Spell
Wattcine,Spell
Gergonne's End,Trap
Koa'ki Meiru Sandman,Monster
Phantom King Hydride,Monster
Blackwing - Hillen the Tengu-wind,Monster
Princess Pikeru,Monster
Lightning Warrior,Monster
Darklord Rebellion,Trap
^Eco, Mystical Spirit of the Forest^,Monster
Mono Synchron,Monster
Foolish Return,Spell
Crop Circles,Trap
Card Breaker,Monster
Performapal Springoose,Monster
X-Saber Palomuro,Monster
Yajirovader,Monster
Stray Asmodian,Monster
The Fiend Megacyber,Monster
Metaphys Armed Dragon,Monster
Altergeist Marionetter,Monster
Lunalight Purple Butterfly,Monster
Chain Burst,Trap
Holactie the Creator of Light,Monster
Gouki The Master Ogre,Monster
Evoltile Gephyro,Monster
Hero Flash!!,Spell
Ghost Bird of Bewitchment,Monster
Plaguespreader Zombie,Monster
Gaap the Divine Soldier,Monster
Linear Accelerator Cannon,Spell
Monk Fighter,Monster
Moon Envoy,Monster
Mistaken Accusation,Spell
Botanical Lion,Monster
Sergeant Electro,Monster
Guardian Tryce,Monster
Secure Gardna,Monster
Cyberdark Cannon,Monster
^Lyla, Lightsworn Sorceress^,Monster
Frightfur Kraken,Monster
Symbol of Heritage,Spell
Gemini Imps,Monster
Spell of Pain,Spell
Recurring Nightmare,Spell
Scrap Breaker,Monster
Teva,Monster
Alien Grey,Monster
Dora of Fate,Trap
Maju Garzett,Monster
Beastking of the Swamps,Monster
Ghostrick Mary,Monster
Storming Mirror Force,Trap
Forbidden Dark Contract with the Swamp King,Spell
D/D/D Human Resources,Trap
Luster Dragon,Monster
Gogogo Gigas,Monster
Odd-Eyes Saber Dragon,Monster
Onikuji,Trap
Fish Depth Charge,Trap
Desperate Tag,Trap
Synchro Cracker,Spell
Fluffal Penguin,Monster
^Blaster, Dragon Ruler of Infernos^,Monster
Gravitic Orb,Monster
Oilman,Monster
The Fabled Peggulsus,Monster
Unicycular,Monster
Unification,Trap
Blackwing - Pinaki the Waxing Moon,Monster
Rocket Pilder,Spell
Reaper Scythe - Dreadscythe,Spell
Shien's Squire,Monster
Blackwing - Gladius the Midnight Sun,Monster
Feral Imp,Monster
Over the Rainbow,Spell
Koa'ki Meiru Crusader,Monster
Shiranui Smith,Monster
Aquamirror Illusion,Trap
Tainted Wisdom,Monster
Chthonian Alliance,Spell
Battlin' Boxer Lead Yoke,Monster
Heraldic Beast Twin-Headed Eagle,Monster
Magical Musket - Desperado,Trap
Chronomaly Crystal Bones,Monster
Synthetic Seraphim,Trap
Barrel Behind the Door,Trap
Kiwi Magician Girl,Monster
Garuda the Wind Spirit,Monster
Xyz Double Back,Spell
Silent Magician LV4,Monster
Wattsquirrel,Monster
Hidden Spellbook,Trap
Toad Master,Monster
Sylvan Charity,Spell
Dragonic Knight,Monster
^Arnis, the Empowered Warrior^,Monster
Number 21: Frozen Lady Justice,Monster
Earthbound Linewalker,Monster
Ally Salvo,Monster
Knight of the Red Lotus,Monster
Rose Paladin,Monster
Dragon Spirit of White,Monster
Mind Master,Monster
Acrobat Monkey,Monster
Biofalcon,Monster
Reverse Reuse,Trap
Paleozoic Anomalocaris,Monster
Millennium-Eyes Restrict,Monster
Metamorphortress,Trap
Sword Master,Monster
Mermail Abysslung,Monster
Crashbug X,Monster
Element Saurus,Monster
Ultimate Obedient Fiend,Monster
Super Quantal Mech King Great Magnus,Monster
Nikitama,Monster
Jar Robber,Spell
Togex,Monster
Sealmaster Meisei,Monster
Blue Duston,Monster
Bujingi Raven,Monster
Madolche Mewfeuille,Monster
Number 72: Shogi Rook,Monster
^Alector, Sovereign of Birds^,Monster
Performapal Extra Slinger,Monster
Curse of the Masked Beast,Spell
Flint,Spell
Number 8: Heraldic King Genom-Heritage,Monster
Angmarl the Fiendish Monarch,Monster
Gimmick Puppet Egg Head,Monster
Informer Spider,Monster
Djinn Demolisher of Rituals,Monster
Sylvan Peaskeeper,Monster
Sea Stealth Attack,Trap
Gift of The Mystical Elf,Trap
Sealing Ceremony of Suiton,Trap
Goyo Chaser,Monster
Number 14: Greedy Sarameya,Monster
Inzektor Picofarena,Monster
Yang Zing Creation,Trap
Moisture Creature,Monster
Ojama Trio,Trap
Smashing Horn,Trap
Naturia Gaiastrio,Monster
Mecha Phantom Beast Turtletracer,Monster
Evilswarm Ketos,Monster
ROM Cloudia,Monster
Upstart Golden Ninja,Monster
Sylvan Lotuswain,Monster
Magical Exemplar,Monster
Dark Flattop,Monster
Meteor Black Comet Dragon,Monster
Crystal Blessing,Spell
Daybreaker,Monster
Blizzard Dragon,Monster
Wightprincess,Monster
Fairy Tail - Snow,Monster
Magician's Valkyria,Monster
Djinn Disserere of Rituals,Monster
Frozen Soul,Trap
Abyss-squall,Trap
Mermail Abysslinde,Monster
Xyz Wrath,Trap
Jade Insect Whistle,Spell
Laval the Greater,Monster
Unleash Your Power!,Spell
Sonic Chick,Monster
Battlin' Boxer Cheat Commissioner,Monster
Ego Boost,Spell
Earth Armor Ninja,Monster
Berserk Dragon,Monster
Gorgonic Golem,Monster
Nightmare Archfiends,Trap
Ojama King,Monster
Kozmo Dark Planet,Monster
Galaxy-Eyes Cipher Dragon,Monster
Time Wizard,Monster
Powered Tuner,Monster
Photon Sabre Tiger,Monster
Watch Cat,Monster
Ritual Beast Ulti-Cannahawk,Monster
Laser Cannon Armor,Spell
Message in a Bottle,Spell
Madjinn Gunn,Monster
Madolche Anjelly,Monster
Gatling Dragon,Monster
Geargiagear,Trap
Red Nova Dragon,Monster
Assault Armor,Spell
Sprite's Blessing,Spell
Depth Amulet,Trap
Number S39: Utopia Prime,Monster
Bachibachibachi,Monster
Yado Karu,Monster
Power Breaker,Monster
Kiryu,Monster
Naturia Tulip,Monster
Bright Star Dragon,Monster
D/D/D Superdoom King Purplish Armageddon,Monster
Evilswarm Mandragora,Monster
Tuner's Scheme,Trap
Hardened Armed Dragon,Monster
F.A. Sonic Meister,Monster
Half or Nothing,Trap
Heroic Challenger - Ambush Soldier,Monster
Superalloy Beast Raptinus,Monster
Shelrokket Dragon,Monster
Guardian Dreadscythe,Monster
Substitoad,Monster
Metabo-Shark,Monster
Defense Zone,Spell
Jurrac Stauriko,Monster
Performapal Whim Witch,Monster
Krawler Dendrite,Monster
Saggi the Dark Clown,Monster
Beacon of White,Spell
Telepathic Power,Trap
Six Strike - Thunder Blast,Trap
Psychic Emperor,Monster
Spacetime Transcendence,Spell
Performance Hurricane,Spell
DZW - Chimera Clad,Monster
Void Seer,Spell
Elder Entity Norden,Monster
^Aether, the Evil Empowering Dragon^,Monster
Machina Sniper,Monster
Cosmic Blazar Dragon,Monster
Exodia the Forbidden One,Monster
Temple of the Elemental Lords,Spell
Elemental HERO Necroshade,Monster
The Snake Hair,Monster
Ancient Gear Soldier,Monster
Rampaging Rhynos,Monster
Fluffal Rabbit,Monster
Magnet Force,Trap
Eternal Rest,Spell
Injection Fairy Lily,Monster
Morphtronic Mix-up,Trap
Magic Hole Golem,Monster
Tri-and-Guess,Trap
Maiden of the Moonlight,Monster
Cyberdark Edge,Monster
Dimension Gate,Trap
Shadow of Eyes,Trap
Genex Ally Solid,Monster
^Ehren, Lightsworn Monk^,Monster
Black Cat-astrophe,Trap
Slip of Fortune,Trap
D/D/D Destiny King Zero Laplace,Monster
Nekroz of Trishula,Monster
Magical Musket - Cross-Domination,Spell
Archfiend Eccentrick,Monster
The Legendary Fisherman,Monster
Unicorn Beacon,Spell
Performapal Secondonkey,Monster
Cyber Raider,Monster
Neo-Spacian Marine Dolphin,Monster
Prophecy Destroyer,Monster
World Legacy in Shadow,Spell
Blackwing - Hurricane the Tornado,Monster
Converging Wishes,Trap
D/D/D Wave High King Caesar,Monster
Fish and Kicks,Spell
Brilliant Fusion,Spell
^Twilight Ninja Getsuga, the Shogun^,Monster
Djinn Prognosticator of Rituals,Monster
Fire Formation - Kaiyo,Trap
Old Vindictive Magician,Monster
Bait Doll,Spell
Gouki Thunder Ogre,Monster
Athena,Monster
ZW - Lightning Blade,Monster
Ascending Soul,Spell
Satellarknight Deneb,Monster
Ninjitsu Art of Shadow Sealing,Trap
Psychic Snail,Monster
Red Rising Dragon,Monster
Blizzard Warrior,Monster
Cheepcheepcheep,Monster
Element Dragon,Monster
Guardian of Order,Monster
White Tiger Summoner,Monster
Spell Absorption,Spell
Infernity General,Monster
Relinquished,Monster
Nekroz Kaleidoscope,Spell
Dark Witch,Monster
Mist Valley Baby Roc,Monster
Worm Cartaros,Monster
Naturia Horneedle,Monster
Cyberse Wizard,Monster
Genex Controller,Monster
Skull Knight,Monster
PSY-Frame Circuit,Spell
Brushfire Knight,Monster
Vylon Filament,Spell
Road Synchron,Monster
